Feelings	Functions	Attributes	Number
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 11.450983, Y Length = 86.611357, Height = 37.223187, Number of Points = 28.181545, Distribution Seed = 81.202997, Mesh Relaxation = 0.363366, Smooth Level = 1, 	1643
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.609337, Y Length = 38.674967, Height = 30.692551, Number of Points = 78.104033, Distribution Seed = 44.866269, Mesh Relaxation = 0.137113, Smooth Level = 1, 	1644
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 98.058675, Y Length = 28.057734, Height = 42.39601, Number of Points = 33.881303, Distribution Seed = 62.82066, Mesh Relaxation = 0.280562, Smooth Level = 1, 	1645
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 80.166442, Y Length = 65.876319, Height = 95.289326, Number of Points = 87.251372, Distribution Seed = 71.192024, Mesh Relaxation = 0.793035, Smooth Level = 1, 	1646
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.150575, Y Length = 28.091165, Height = 31.437564, Number of Points = 63.27228, Distribution Seed = 82.349756, Mesh Relaxation = 0.68553, Smooth Level = 1, 	1647
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 27.184349, Y Length = 12.800576, Height = 37.851283, Number of Points = 66.303556, Distribution Seed = 17.146809, Mesh Relaxation = 0.349273, Smooth Level = 1, 	1648
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 95.550795, Y Length = 65.888611, Height = 45.275675, Number of Points = 15.851371, Distribution Seed = 8.616422, Mesh Relaxation = 0.446685, Smooth Level = 1, 	1649
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 34.63975, Y Length = 46.55703, Height = 37.481883, Number of Points = 28.817341, Distribution Seed = 13.04039, Mesh Relaxation = 0.366816, Smooth Level = 1, 	1650
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 35.542503, Y Length = 95.422041, Height = 12.00149, Number of Points = 75.697773, Distribution Seed = 12.031487, Mesh Relaxation = 0.960085, Smooth Level = 1, 	1651
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 33.815338, Y Length = 96.635232, Height = 81.342316, Number of Points = 42.411855, Distribution Seed = 80.497205, Mesh Relaxation = 0.020594, Smooth Level = 1, 	1652
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 25.048653, Y Length = 94.42136, Height = 90.745713, Number of Points = 54.441548, Distribution Seed = 95.897447, Mesh Relaxation = 0.77472, Smooth Level = 2, 	1653
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 97.309548, Y Length = 37.728157, Height = 78.062872, Number of Points = 95.653619, Distribution Seed = 58.351271, Mesh Relaxation = 0.212258, Smooth Level = 1, 	1654
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 78.121608, Y Length = 56.336677, Height = 31.800221, Number of Points = 70.709441, Distribution Seed = 2.458403, Mesh Relaxation = 0.221216, Smooth Level = 1, 	1655
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 53.600357, Y Length = 74.013581, Height = 65.380072, Number of Points = 91.392363, Distribution Seed = 36.198352, Mesh Relaxation = 0.34525, Smooth Level = 1, 	1656
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 49.222377, Y Length = 64.671201, Height = 85.976572, Number of Points = 45.361075, Distribution Seed = 51.73885, Mesh Relaxation = 0.06033, Smooth Level = 1, 	1657
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 64.125773, Y Length = 67.340645, Height = 95.908375, Number of Points = 81.696013, Distribution Seed = 14.085781, Mesh Relaxation = 0.515178, Smooth Level = 1, 	1658
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 98.314402, Y Length = 31.726088, Height = 40.111729, Number of Points = 77.897146, Distribution Seed = 87.975282, Mesh Relaxation = 0.489906, Smooth Level = 1, 	1659
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 40.242068, Y Length = 35.949523, Height = 43.274403, Number of Points = 87.329142, Distribution Seed = 45.960064, Mesh Relaxation = 0.934971, Smooth Level = 1, 	1660
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 62.813335, Y Length = 75.135282, Height = 96.369322, Number of Points = 52.569685, Distribution Seed = 93.962056, Mesh Relaxation = 0.710355, Smooth Level = 2, 	1661
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 10.299247, Y Length = 30.060808, Height = 81.834304, Number of Points = 91.769191, Distribution Seed = 90.258074, Mesh Relaxation = 0.436174, Smooth Level = 1, 	1662
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 74.336786, Y Length = 14.650016, Height = 25.339952, Number of Points = 52.106273, Distribution Seed = 64.339606, Mesh Relaxation = 0.109209, Smooth Level = 1, 	1663
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 13.84046, Y Length = 50.208032, Height = 41.450001, Number of Points = 54.264609, Distribution Seed = 72.332782, Mesh Relaxation = 0.074576, Smooth Level = 1, 	1664
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 94.028621, Y Length = 15.203081, Height = 90.753081, Number of Points = 21.66767, Distribution Seed = 34.384918, Mesh Relaxation = 0.337747, Smooth Level = 1, 	1665
Pensiveness, Joy, Ecstasy, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 11.598095, Y Length = 40.853365, Height = 51.572657, Number of Points = 13.835475, Distribution Seed = 29.865629, Mesh Relaxation = 0.904937, Smooth Level = 1, 	1666
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 63.945147, Y Length = 39.701165, Height = 81.584788, Number of Points = 73.071403, Distribution Seed = 82.814826, Mesh Relaxation = 0.445274, Smooth Level = 2, 	1667
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 52.712661, Y Length = 60.912174, Height = 13.824034, Number of Points = 16.160492, Distribution Seed = 53.76654, Mesh Relaxation = 0.513215, Smooth Level = 1, 	1668
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 28.821538, Y Length = 54.984024, Height = 33.720246, Number of Points = 59.287329, Distribution Seed = 71.037515, Mesh Relaxation = 0.993553, Smooth Level = 1, 	1669
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 61.38685, Y Length = 30.173249, Height = 97.720504, Number of Points = 51.834286, Distribution Seed = 35.268958, Mesh Relaxation = 0.115355, Smooth Level = 1, 	1670
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 44.42184, Y Length = 58.586615, Height = 81.982596, Number of Points = 79.821606, Distribution Seed = 50.918832, Mesh Relaxation = 0.850789, Smooth Level = 2, 	1671
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 22.429624, Y Length = 23.635991, Height = 14.164822, Number of Points = 87.855059, Distribution Seed = 25.554168, Mesh Relaxation = 0.477503, Smooth Level = 1, 	1672
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 33.830721, Y Length = 28.841987, Height = 23.258882, Number of Points = 26.49482, Distribution Seed = 85.624646, Mesh Relaxation = 0.712684, Smooth Level = 2, 	1673
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 19.336632, Y Length = 85.907016, Height = 22.769078, Number of Points = 87.842561, Distribution Seed = 59.049279, Mesh Relaxation = 0.678396, Smooth Level = 1, 	1674
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 35.061431, Y Length = 38.688437, Height = 62.154649, Number of Points = 73.382945, Distribution Seed = 53.811869, Mesh Relaxation = 0.808516, Smooth Level = 1, 	1675
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 88.510392, Y Length = 23.354098, Height = 64.70102, Number of Points = 43.029119, Distribution Seed = 91.631822, Mesh Relaxation = 0.254788, Smooth Level = 1, 	1676
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 13.48596, Y Length = 62.146477, Height = 51.040841, Number of Points = 67.630952, Distribution Seed = 80.630504, Mesh Relaxation = 0.09261, Smooth Level = 1, 	1677
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 97.019039, Y Length = 75.963611, Height = 52.964496, Number of Points = 64.29731, Distribution Seed = 52.95424, Mesh Relaxation = 0.501511, Smooth Level = 1, 	1678
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.836601, Y Length = 55.203578, Height = 38.225561, Number of Points = 41.479821, Distribution Seed = 11.063136, Mesh Relaxation = 0.819874, Smooth Level = 2, 	1679
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 85.654514, Y Length = 91.079471, Height = 29.790712, Number of Points = 48.048906, Distribution Seed = 71.868466, Mesh Relaxation = 0.597062, Smooth Level = 1, 	1680
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 23.288002, Y Length = 78.384513, Height = 97.379021, Number of Points = 90.59626, Distribution Seed = 71.2752, Mesh Relaxation = 0.080945, Smooth Level = 1, 	1681
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 49.768704, Y Length = 79.31325, Height = 56.213128, Number of Points = 48.933085, Distribution Seed = 79.392017, Mesh Relaxation = 0.996691, Smooth Level = 1, 	1682
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 25.783222, Y Length = 97.458611, Height = 81.234592, Number of Points = 81.506684, Distribution Seed = 60.94103, Mesh Relaxation = 0.4466, Smooth Level = 2, 	1683
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 35.723949, Y Length = 49.277804, Height = 53.653775, Number of Points = 49.08947, Distribution Seed = 29.207341, Mesh Relaxation = 0.438928, Smooth Level = 1, 	1684
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 87.461954, Y Length = 17.376313, Height = 90.709147, Number of Points = 93.605341, Distribution Seed = 55.261125, Mesh Relaxation = 0.976039, Smooth Level = 1, 	1685
